@RELATION tracker
@ATTRIBUTE xaccelmean NUMERIC
@ATTRIBUTE xaccelmin NUMERIC
@ATTRIBUTE xaccelmax NUMERIC
@ATTRIBUTE xaccelstddev NUMERIC
@ATTRIBUTE yaccelmean NUMERIC
@ATTRIBUTE yaccelmin NUMERIC
@ATTRIBUTE yaccelmax NUMERIC
@ATTRIBUTE yaccelstddev NUMERIC
@ATTRIBUTE zaccelmean NUMERIC
@ATTRIBUTE zaccelmin NUMERIC
@ATTRIBUTE zaccelmax NUMERIC
@ATTRIBUTE zaccelstddev NUMERIC
@ATTRIBUTE xrotmean NUMERIC
@ATTRIBUTE xrotmin NUMERIC
@ATTRIBUTE xrotmax NUMERIC
@ATTRIBUTE xrotstddev NUMERIC
@ATTRIBUTE yrotmean NUMERIC
@ATTRIBUTE yrotmin NUMERIC
@ATTRIBUTE yrotmax NUMERIC
@ATTRIBUTE yrotstddev NUMERIC
@ATTRIBUTE zrotmean NUMERIC
@ATTRIBUTE zrotmin NUMERIC
@ATTRIBUTE zrotmax NUMERIC
@ATTRIBUTE zrotstddev NUMERIC
@ATTRIBUTE class {walking,running,standing,sitting,driving}
@DATA
-2.7913884004761895,-18.210897,14.686033,6.489053923806966,7.196126621904759,-0.2693477,19.608511,4.678000185472909,0.17003963600000024,-18.502989,11.705252,6.107716448962299,0.4037302830649523,-0.41776162,0.86358947,0.3820545349192132,0.09495414434285715,-0.47575963,0.66228133,0.3557215775851954,0.04419138289523804,-0.9809102,0.9835474,0.6535589735803201,walking
-5.668226949523805,-15.773001,-0.6278794,3.09185897279824,7.6875878609523856,3.0933087,19.608511,2.934773881441803,-0.45995468951428575,-9.953894,5.581483,3.5018637712854535,0.5567488318095238,-0.40452212,0.773,0.2342734596550005,-0.3048754034285714,-0.5216638,0.7226954,0.2471222000273531,-0.5544920368571429,-0.784363,0.7720414,0.33198995977306656,walking
-6.7624169219047605,-15.773001,-1.1043255,3.0167814210707093,7.012787763809524,1.0588357,16.053122,2.840179133232534,0.46352315539047617,-4.189853,4.7387238,1.9760668683399318,0.655974264,0.5273014,0.8581882,0.07939891515738078,-0.2916718194571429,-0.47919178,0.0724886,0.13435034663660886,-0.557260101428572,-0.7353054,-0.0975396,0.1751873693877055,walking
-6.507742323714286,-8.741829,-0.39564183,1.4432920906096471,7.1004327019047615,2.2104468,11.544841,1.670903896976023,-0.5298140774666668,-8.336611,5.9956794,2.6148741538841507,0.6365167140000002,0.34342456,0.8187155,0.0980992678218692,-0.27462883088571416,-0.64277333,-0.027567359,0.12738552802460512,-0.6371831633333336,-0.75911826,-0.32877466,0.11275649120632202,walking
-5.584429879999996,-10.944494,-2.9981391,1.573360001595659,7.227838420952381,4.9422307,11.3138,1.3147709364413174,0.04762751426666659,-7.306505,4.458602,2.2821152801187456,0.6215086695238092,0.46139795,0.80929124,0.07983491702619273,-0.3644202546666665,-0.5458224,-0.11443674,0.09006622391488514,-0.6129945481904763,-0.7521769,-0.3770723,0.09836091869866362,walking
-2.493261777499999,-10.155605,8.335413,5.703954749187508,3.5609261035714277,-3.4877534,7.455544,3.0154752859378835,5.778683636428572,-1.7106571,13.261483,5.76569496132509,0.40827407060714294,-0.022753593,0.72956717,0.27371094101553195,-0.044209511499999986,-0.32983547,0.294045,0.2114309494353882,0.07488246392857134,-0.9312301,0.98758346,0.7377327049161323,walking
-4.9096312657142835,-5.464616,-1.4097359,0.8924343941635223,-0.5487039971428571,-1.0636241,0.71451956,0.3156365396686083,7.1754267200000035,6.571485,9.368062,0.7984361465210015,-0.05232966148028573,-0.4648926,0.00751092,0.07495264190582603,0.29579380570476216,-0.28835997,0.37002757,0.11055661385856717,0.06514150201714285,-0.078517824,0.8997811,0.24989000797971633,standing
-2.7636911514285716,-3.9009027,-1.2445359,0.5657815621163839,0.25657719674285717,-1.0332477,2.0911856,0.6939650260010878,9.555288899999995,5.5948005,13.409474,1.1980520253752744,-0.040845226786666675,-0.18791187,0.1432053,0.08445848597469165,0.13099681781904762,-0.015348566,0.2603068,0.07167441010046567,0.46557542895238063,0.26339027,0.76609015,0.10564778857199675,standing
-2.05979583657143,-3.5298016,-0.52627546,0.8382705237209337,0.32580382337142844,-1.1194389,1.7356466,0.6256661137150445,9.63087714285714,8.34095,11.7921915,0.7103060981684239,-0.013898801330476183,-0.22091146,0.19617456,0.0974974501844751,0.11968179663238096,-0.13641,0.363374,0.11781362279475933,0.4835897955809527,-0.46779785,0.89260924,0.29201333879373353,standing
-3.2314839571428555,-4.473117,-1.8347067,0.5923012835699643,-0.15016347802857136,-1.3409026,1.1071687,0.6588536095142258,9.352876242857144,8.634239,9.986963,0.2994661315218508,-0.14520981340095235,-0.37846696,0.030733846,0.12153203197532896,0.05588817878666667,-0.16881146,0.17265664,0.09033277706342319,0.7882531868571425,0.6394166,0.93490905,0.0897613139146428,standing
-3.4770948399999986,-4.485088,-1.6228198,0.6307940808767284,-0.2116944579428572,-1.2020389,0.6175544,0.33180049485712415,9.277937685714283,8.646211,9.95943,0.2697218394335459,-0.11993143074714291,-0.28734523,0.17491321,0.1316221880383085,0.09799322193714281,0.0019232938,0.1745513,0.037852226354984905,0.5511591364761903,-0.98669934,0.8696722,0.487052359135931,standing
-2.451350442857142,-3.441216,-1.8179473,0.2878085152359497,0.7531346295428574,-0.14260463,1.2029368,0.32368223336920626,9.535006614285715,9.026889,10.796204,0.30507990558124004,-0.05689061481904764,-0.19056468,0.07803327,0.04826446730838663,0.10999643961904759,-0.08404988,0.18682863,0.04967321351731267,0.6550955252380953,0.44349617,0.7577787,0.0660187880031918,standing
-2.9575530885714274,-3.702184,-1.9304748,0.3827603070269163,0.19672215171428567,-0.930297,1.2196962,0.5823859148465954,9.453638014285717,8.449886,11.452215,0.48871338607967774,-0.11363314612380951,-0.3151633,0.10942965,0.09650015001210542,0.11598183736285708,-0.026968379,0.24267513,0.06196590539604745,0.7195000728571431,0.4131865,0.9135196,0.12466438509433224,standing
-3.2737587228571403,-4.2648215,-2.099266,0.48931227465656685,-0.6788716216000005,-2.1908443,0.51819503,0.7936419615067375,9.293944657142864,8.674941,10.002525,0.31087394985270994,0.022755595276190494,-0.1988286,0.29704398,0.1324110352814199,0.11221634925142862,-0.13449344,0.3157614,0.08901909043512612,-0.1014135025714285,-0.9027916,0.9841862,0.7233279293814074,standing
-2.6387822628571413,-3.3777697,-2.2824223,0.252101888963589,-0.26169906842285695,-0.72439563,0.035763387,0.19907865161358002,9.540650071428562,9.148993,9.793034,0.14020481715497216,0.07310875064761906,-0.022511302,0.12621842,0.03375491356769854,0.09745780306666674,0.07495541,0.14992614,0.016081604994214113,-0.704134953142857,-0.7834872,-0.63079154,0.03970928561013317,standing
-3.1389993400000025,-4.14152,-2.505083,0.4779554673639826,-0.6025649882,-2.7067947,0.26919806,0.6954313161093235,9.360093128571425,8.650999,10.179697,0.3461301122862686,0.10761100986666666,-0.18110174,0.1744334,0.06091483956935616,0.1604628377142857,0.030073492,0.3759056,0.09233824402327594,-0.6512677283809525,-0.78967357,0.9829827,0.2992486275785342,standing
-4.38531818,-6.1993365,-3.1730654,0.8750536348322524,-0.7977950480971431,-1.7060183,0.4918588,0.5171657691993218,8.767699202857143,6.4124203,9.561993,0.6966979848044628,0.1651963338761904,-0.53392565,0.46446794,0.14635545169376893,0.19574928281904763,0.08142956,0.45206898,0.0890687152054685,-0.6889216130476188,-0.82918584,0.6545867,0.24492590599668396,standing
-5.278936845714288,-5.521777,-4.8406267,0.15579249261461012,-1.3862214239999993,-2.0316298,-0.69686234,0.2257087974588378,8.278871614285718,7.892037,8.867674,0.17238939222258612,0.18784738628571418,0.15278237,0.22358537,0.014249595464409731,0.23480402219047614,0.15198933,0.30802384,0.03608193165159506,-0.7760055171428578,-0.86363685,-0.6902319,0.05677163441199038,standing
-4.6770003599999965,-5.352986,-3.844639,0.39599812785361677,-1.2885379700000004,-2.2758384,-0.30900165,0.5252969721611203,8.671315414285715,8.094347,9.466225,0.3186477377831533,0.09580152620952383,-0.4473263,0.19026881,0.13465549178267663,0.1873307164761905,-0.07598032,0.31484082,0.06504372633558755,-0.4761633960952381,-0.8060496,0.79749745,0.3309186103423691,standing
-4.590090817142858,-5.0980034,-4.14152,0.18025867531952036,-0.9591300294285727,-1.4067432,-0.55799866,0.2061593818664448,8.747177471428573,8.243984,9.07597,0.14502760714995633,0.1321238143809525,0.09552943,0.17645805,0.020450802915934423,0.21419257219047613,0.16469873,0.27227026,0.028712445124982233,-0.6866298205714294,-0.82667166,-0.6114325,0.065486779072286,standing
-4.69010003714286,-5.0525136,-4.222923,0.228943083594151,-0.9344013485714293,-1.428291,-0.5065233,0.23776645002514687,8.721319971428574,8.252364,9.016114,0.17134771844639457,0.18025721944761908,0.106955856,0.22662869,0.020212237608580805,0.17542502561904758,0.11369001,0.26123914,0.03873539052303028,-0.8087784515238097,-0.8439053,-0.77496976,0.02001520673246571,standing
-4.154311911428571,-4.9411836,-2.481141,0.6019751476870447,-0.8332292199828574,-1.3528736,0.16505028,0.371540057274834,8.986529000000003,8.467842,10.081534,0.36212703532369495,0.14733435012380952,-0.03226797,0.22228298,0.04285026388513364,0.132969237152381,-0.046688892,0.21759605,0.06656441505069403,-0.8214096326666667,-0.9883942,-0.12277211,0.08678330008328806,standing
-3.2672601714285707,-4.297143,-2.1076458,0.429725291679097,-0.4981435951428574,-2.2566848,0.7803601,0.6664864018922314,9.266206171428571,8.567202,9.97619,0.3413957540165697,-0.0417326866285714,-0.28713587,0.29609278,0.13252948465842762,0.12447196307142863,-0.11464442,0.29714575,0.09074998499705546,0.346395144,-0.98243594,0.9768156,0.6007636659061086,standing
-3.1966996400000047,-4.4431896,-2.5182512,0.4073346322231517,-0.24384517294285707,-0.9219173,0.44397476,0.40560816573087166,9.358964399999998,8.531289,10.808175,0.3888177696606507,-0.09797538307619043,-0.23311241,0.08184337,0.07886385701515775,0.10706741705428569,-0.043141246,0.26167026,0.07564594107556417,0.6427971010476194,0.30303746,0.8674071,0.1549919446583494,standing
-3.3145627571428564,-3.9942765,-2.540996,0.35717444332446396,-0.6257203411428569,-1.440262,-0.06239888,0.37683563022719346,9.371756299999998,9.004144,9.836129,0.1737662470929264,-0.11914770964761902,-0.23766953,-0.030330714,0.04565904478029416,0.13005389812571425,-0.08368786,0.23365077,0.07762999535960982,0.4759613036190481,0.36685786,0.6246704,0.07085523286663135,standing
-3.6654843171428575,-5.623531,-2.7349265,0.6661180534065936,-0.2572184944485713,-1.1026795,0.4547487,0.4643590528029394,9.194345942857147,8.034492,10.6537485,0.45239059961975925,-0.08923785967428567,-0.2920199,0.19099736,0.08583084144052677,0.1630037859428572,0.03324713,0.2613929,0.0556625399439149,0.4070548228571429,-0.87030214,0.84076375,0.2432360229686021,standing
-3.3613522771428572,-4.7089458,-1.4456489,0.6891546673345145,-0.9009167251428566,-1.7203835,0.4750994,0.6016862983820577,9.252661871428568,8.235605,10.596288,0.469926415407901,-0.13310873577047624,-0.3468753,0.19099736,0.12777280922117737,0.07381877418190474,-0.094132446,0.36321017,0.11312281424589161,0.5651022315904765,-0.95719665,0.9797404,0.5117133983038565,standing
-3.823159617142859,-4.6407113,-3.2448914,0.3089864217760871,-0.6940918949999997,-2.080711,0.15667057,0.5052035313730247,9.134901157142858,8.862885,9.795427,0.1843337668649209,-0.1553051317619048,-0.29001683,0.046649802,0.06211725597809326,0.13664226843809538,-0.09207038,0.28124747,0.08134177719437193,0.5198023877142857,0.075919315,0.8412904,0.1465992406541927,standing
-4.307472437142853,-4.900482,-3.4196682,0.347058300368113,-1.1792939885714273,-1.8712183,-0.24435821,0.3056461669932976,8.858028942857143,8.519318,9.526079,0.25488195018542464,-0.2142120475142858,-0.30845782,-0.080046825,0.04399158006664667,0.1446602582333333,-0.0042258045,0.2631033,0.06573515400820677,0.6348563044761907,0.4559764,0.81874377,0.09120276028525498,standing
-3.9895908285714303,-4.7029605,-3.2185552,0.3789210082525271,-0.6076954211428572,-1.4546272,0.36017773,0.3689028338774274,9.082844442857143,8.519318,9.5392475,0.2238597429401714,-0.16576968442857135,-0.36405033,-0.0570702,0.06794781116535467,0.10225439234285713,0.013304585,0.18851623,0.04319701168918473,0.7171982772380957,0.5908269,0.9081652,0.06168185471971008,standing
-4.324402802857144,-5.1303253,-3.3514335,0.43460542923806017,-0.8389753202857142,-1.5288475,-0.17612346,0.3240208441231256,8.880842242857144,8.309825,9.266309,0.2133412419952856,-0.19156809923809515,-0.3223391,-0.06712324,0.06483107047513985,0.1454835044095238,0.079241596,0.25054675,0.04231048970495072,0.5821474213333333,0.25927493,0.7503368,0.15438855004675417,standing
-4.151644054285717,-4.71134,-2.5529673,0.4679764822536779,-1.086364746571428,-1.7934067,-0.68489134,0.25554975836967114,8.94634085714285,8.659379,9.805004,0.21388784296470384,-0.1893645436095238,-0.30649257,-0.056502603,0.05732121076389282,0.14514809529523806,0.030765824,0.25769895,0.060472519233910386,0.6315787652380952,-0.3023121,0.83709747,0.2552756462115835,standing
-4.331585445714288,-4.6682444,-3.6363435,0.24242065403276694,-1.0972412697142864,-1.6329952,-0.43469724,0.2771204276957849,8.848520600000002,8.606707,9.328558,0.1445321013104899,-0.2129933736952382,-0.2914265,-0.099565476,0.04632904859190461,0.08454208810095237,-0.032936864,0.20295842,0.04817968003008683,0.7768966965714288,0.65899855,0.86582655,0.04315881763042728,standing
-4.4669262142857145,-5.4487543,-3.9140708,0.3226806546287204,-0.9663468240000005,-1.749114,-0.49814358,0.26754245309159574,8.858610314285707,8.258349,9.801413,0.24488331567177304,-0.2334246297142856,-0.34419674,-0.17776093,0.027344781550969723,0.08685129174285713,0.00574685,0.20424177,0.04751796001751532,0.8013603624761898,0.6833354,0.90188855,0.04851909937528152,standing
-4.539778414285714,-5.030966,-3.855413,0.30810644501930096,-0.8089109688571425,-1.1481694,-0.2264017,0.23314098727777757,8.77491595714285,8.5205145,9.218425,0.16541484542521614,-0.2116166296190478,-0.2863002,-0.10536562,0.05218395882258846,0.11938521827619043,0.0898972,0.14459515,0.013247215317135595,0.7580119976190477,0.7113406,0.81119573,0.026042794464595044,standing
-4.388396414285718,-5.101595,-3.690213,0.28680374505774725,-0.9439097525714286,-1.2870331,-0.61186814,0.18362697799672356,8.857037114285715,8.384046,9.169344,0.16609247801988783,-0.22267571333333352,-0.2799798,-0.12300883,0.04123272080348349,0.07492189762857145,0.007641618,0.15706614,0.041924451220556366,0.8058333381904756,0.7571634,0.87060905,0.03426947327179071,standing
-4.05549978857143,-4.971111,-3.2915785,0.39597945188949946,-0.047931062057142766,-0.60827684,0.43080667,0.2645532278225513,9.038859685714277,8.311023,9.638607,0.2778055814150578,-0.17544536064761893,-0.37558925,-0.011602276,0.07592623483088659,0.12481006997142857,0.07369809,0.21186179,0.03060146295028054,0.8104430796190478,0.6970985,0.9323696,0.051306569125401616,standing
-4.551852045714286,-5.0166006,-4.119972,0.21153532311607698,0.24713719674285714,-0.087538,0.5995979,0.18423184780538793,8.79807137142857,8.581567,8.998158,0.1154950582244812,-0.2005009155238095,-0.31341043,-0.10699839,0.04923968123814573,0.13405680852380947,0.057836376,0.18238573,0.029808418749244302,0.8136763151428574,0.7412899,0.89147776,0.039243919126985154,standing
-4.390311817142855,-4.8202763,-3.7009869,0.2811287422025873,0.021637599454285724,-0.3688567,0.36257192,0.22428275875855264,8.912787685714289,8.677335,9.322573,0.15631504949826203,-0.18949475209523797,-0.27889207,-0.069046505,0.057700068859075956,0.11219218731428558,0.06413443,0.14856404,0.026346779958320007,0.8127023261904768,0.75278676,0.8851745,0.03283658439071567,standing
-3.896148548571428,-4.3258734,-3.382558,0.3127054116454915,0.03425846108571428,-0.30780455,0.21772271,0.1314459222422522,9.106102471428565,8.831761,9.357288,0.14931733581426695,-0.18124719723809507,-0.27533445,-0.09143931,0.06338470445912718,0.09634371572380959,0.055818003,0.14135809,0.020724568230393134,0.8349420914285711,0.7548116,0.9041949,0.04068161533786142,standing
-4.068975705714287,-4.497059,-3.3478422,0.2586103815110279,-0.10857277208571421,-0.55321026,0.3422212,0.22327909859917897,9.081339485714286,8.718037,9.759514,0.20050313803238962,-0.16058542355238095,-0.24221699,-0.085104465,0.05195624563885875,0.12201099506666663,0.029273376,0.19900881,0.0427592614194403,0.7282341428571427,0.6067232,0.8763266,0.08958548468285643,standing
-3.9826818342857138,-5.069273,-3.642329,0.33181973020404404,-0.0070244160114285754,-0.31738135,0.19018939,0.12129054296072084,9.090574514285711,8.822185,9.36088,0.11868703307375163,-0.1523609767428572,-0.31929523,-0.1073927,0.04495630665902003,0.15940696976190494,0.115893535,0.22987786,0.0272807510814059,0.6569855291428571,0.58730847,0.7765805,0.03630696892118296,standing
-4.245325768571429,-4.7041574,-3.8853405,0.15997303722363027,-0.26388805685714295,-0.5101146,0.06569091,0.18327515713922674,8.96621262857143,8.713248,9.217228,0.10607345954851588,-0.1775443220000001,-0.2052893,-0.13640162,0.017048532328654113,0.1288103209523809,0.09063281,0.17869651,0.022154080539594403,0.7235076859999998,0.65818524,0.767507,0.029079117288791402,standing
-3.760397328571428,-4.270807,-3.1598973,0.2344025357019764,-0.21863764471428562,-0.6549638,0.22849663,0.19647242851528357,9.174200428571426,8.921544,9.585935,0.14218302365834878,-0.14533854080952377,-0.18968816,-0.06585723,0.03011932458386785,0.12170243728571427,0.0761709,0.17653424,0.025170758539763367,0.7105873204761906,0.6554937,0.7701524,0.03541628247332119,standing
-4.194842320000003,-5.196166,-3.1024365,0.45514043629103124,-0.14687999784571415,-0.69207394,0.7935282,0.3891850754304321,8.986392414285708,8.391228,9.8337345,0.30076543313216436,-0.1733067778571428,-0.3384079,0.1911877,0.11803438553192393,0.11601720657142865,-0.003168621,0.24207957,0.056133111120822705,0.6093491122857141,-0.9871786,0.9561242,0.4679653953874563,standing
-3.88646916,-4.457555,-3.404106,0.2630509147298047,0.03251411160000009,-0.67531455,0.97189623,0.38162044744761003,9.13691918571428,8.694095,9.461436,0.19861137865055142,-0.057117028104761824,-0.190471,0.079779215,0.06885401403531585,0.1744882484095238,-0.003168621,0.26197588,0.051207983351245996,0.27467265109523803,-0.28962547,0.9107092,0.31982134161810816,standing
-3.9519676314285728,-4.119972,-3.6543,0.11086318417267232,0.1268798644285714,-0.049230773,0.3494038,0.08908405567512427,9.098509514285718,8.975413,9.289054,0.06492632948652372,-0.09531425821904763,-0.11368784,-0.060255233,0.009541782422927718,0.1891073188571429,0.16144288,0.2127415,0.01314408137398791,0.47674016599999963,0.44089377,0.5254932,0.02351258418166495,standing
-4.183281759999998,-4.9914618,-3.4579754,0.33571586980864393,0.005117605228571429,-0.49574938,0.4978443,0.22796471573956004,9.018132585714287,8.562413,9.496152,0.21958384872388195,-0.15733067410476184,-0.29363608,0.114500545,0.07508854205564093,0.14612816930866673,-0.03378934,0.26687846,0.06144707716052396,0.6701576632380952,-0.14718845,0.9708287,0.22342266602445918,standing
-4.5438827828571435,-4.945972,-4.05892,0.20630818486802635,-0.040269617439999995,-0.28146833,0.38890815,0.17085476413484477,8.877216742857145,8.436718,9.21603,0.18187844924318353,-0.22467672980952386,-0.32179072,-0.14238247,0.04175316697658588,0.0810640420380952,-0.018427242,0.21023273,0.044615927181392914,0.8765786153333336,0.651648,0.9545734,0.055417956499864404,standing
-4.568611422857144,-5.04174,-4.2791867,0.1507861758720551,-0.15567013977142852,-0.45744216,0.02498948,0.14221188748798705,8.822868400000004,8.688109,9.012524,0.07111478315469999,-0.20780875114285718,-0.2527604,-0.1804002,0.017118933912267813,0.10820583543809523,0.04606448,0.15121056,0.027329026071126215,0.828117382666667,0.7830303,0.8815539,0.025208517726475196,standing
-4.366609254285714,-4.7400703,-4.0409636,0.21930837158702793,-0.18139070494285728,-0.33294368,0.008230069,0.0817868347977995,8.903142528571426,8.679729,9.087941,0.1112327678199411,-0.18319556990476207,-0.2622716,0.14796121,0.07029183057803327,0.10738919852380956,0.005113613,0.1978395,0.03479739576566814,0.7765348371428568,-0.664914,0.970503,0.2619845411570039,standing
-4.256065471428574,-4.50903,-3.8709753,0.14997878629283268,0.0032022451428571417,-0.372448,0.1997662,0.14216536036950392,8.954891528571428,8.677335,9.110685,0.09930104963104762,-0.11818837982857136,-0.25721163,0.25725546,0.17096229005540484,0.08460284494285712,-0.026113968,0.23373696,0.048980674750929244,0.5366184297619048,-0.96818054,0.9693338,0.6864759675225304,standing
-4.2531240057142865,-4.8238673,-3.4388218,0.2674350667158761,0.04657149902857143,-0.43230304,0.43439797,0.21501029876964295,8.966657299999998,8.3206,9.390807,0.2057096094051792,-0.19231724819047638,-0.23262815,-0.12289245,0.020904491372114583,0.1157523466190477,0.04402873,0.18230858,0.030303189302910292,0.8243030733333332,0.69968915,0.89290553,0.048801761733990034,standing
-4.1462058457142845,-4.9794908,-2.809147,0.4681768827869595,-0.6528774240857143,-1.6042647,0.80789346,0.5681295099038183,9.082605085714283,8.012944,10.658537,0.4487250521630224,-0.15501645828571425,-0.37031677,0.38046497,0.19253835605269598,0.024660373530476214,-0.10342748,0.1744026,0.08696219192824038,0.6452883491428576,-0.9793021,0.9808056,0.6500983388744255,standing
-4.5004792942857135,-4.8525977,-4.091242,0.16298945907269488,-0.6926553791428571,-1.1218331,-0.4849755,0.14814295677844574,8.852487971428568,8.537274,9.1334305,0.14280983736428482,-0.2268977967619048,-0.27637964,-0.18494572,0.02004706269016912,0.031277632497142896,-0.044207223,0.08860578,0.033857127093233734,0.9385711661904771,0.9096479,0.96416265,0.014453069653263569,standing
-4.30791704,-4.8645687,-3.7165492,0.2808083269490786,-0.6346814908571436,-1.3313258,-0.20365678,0.23621631593434528,8.923972228571428,7.760356,9.852888,0.3474666805139399,-0.07389079019047623,-0.29347482,0.26105544,0.21670339439554454,-0.003140552799619041,-0.07684679,0.051283516,0.03056656748811055,0.3391964924761904,-0.9836765,0.982147,0.9066611794301979,standing
-4.57634125714286,-4.8011227,-4.3390417,0.13176597646065918,-0.4148937768571428,-0.8321347,-0.10310031,0.17425713130010326,8.815343714285719,8.519318,9.262717,0.15071103224279833,-0.17470741695238093,-0.26711184,0.27242997,0.14904513983140705,0.08409111948809525,-0.0730531,0.1680721,0.04981217721472945,0.6729582272380951,-0.97264075,0.97486055,0.5620400050223029,standing
-4.548397534285716,-4.866963,-4.345027,0.11154065972868231,-0.36844626542857156,-0.5113117,-0.15457565,0.07991447424585621,8.792735699999994,8.465448,9.071181,0.12121592088984953,-0.21231905200000004,-0.24227917,-0.17965002,0.015049313887226088,0.10585555136190473,0.07671639,0.12618,0.012710557265406338,0.8074039469523802,0.7561162,0.845914,0.019719381605291644,standing
-4.282948902857143,-4.531775,-4.0409636,0.1191547938322139,-0.39577436685714273,-0.6441899,-0.01690905,0.11112234503792823,8.954720585714286,8.575582,9.229198,0.1256365137654477,-0.2006745978095237,-0.26308465,-0.16633633,0.0254814871622462,0.09903450573333338,0.06266734,0.12374842,0.014125960586825762,0.7894929936190469,0.73745155,0.88195753,0.033271023279869145,standing
-4.377896142857144,-5.0154037,-3.727323,0.29997957399074004,-0.5115853211428573,-0.8464999,0.16744448,0.2370864327806071,8.918636514285721,8.54326,9.399187,0.18259004682944335,-0.18574800715238102,-0.35497126,0.25822604,0.10465404903052873,0.09375093657619049,-0.010124785,0.15983589,0.03472330970636234,0.7155877526666663,-0.96346444,0.9517382,0.3138349778993114,standing
-4.7955817057142855,-5.2871456,-4.505439,0.1611482424325892,-0.38089611257142864,-0.6657377,-0.070778586,0.13915292669691018,8.664440728571437,8.237999,9.228002,0.19598346703147265,-0.20079537476190473,-0.35497126,0.34393483,0.16375313456910925,0.03105919620761903,-0.017399058,0.073043615,0.020225448638552933,0.789532647238095,-0.9438243,0.96472424,0.5299273237485361,standing
